http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010838A&q=1&yr=2010,"Department of Finance Canada","Andrew Kalotay",6010838A,2008-01-25,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-25 to 2011-03-31",,379937.25,"This contract includes one or more amendments. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003107&q=1&yr=2007,"Department of Finance Canada","RANDSTAD INTERIM INC.",7003107,2007-05-23,"813 TEMPORARY HELP SERVICES","2007-05-23 to 2007-08-31",,15314.88,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8017347&q=1&yr=2007,"Department of Finance Canada","VALPRINCE INC.",8017347,2007-05-24,"491 MANAGEMENT CONSULTING","2007-05-24 to 2008-03-31",,23765.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009512&q=1&yr=2007,"Department of Finance Canada","BELHAM PDS INC",6009512,2007-05-30,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-05-30 to 2007-07-17",,22578.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003108&q=1&yr=2007,"Department of Finance Canada","PROLOGIC SYSTEMS LTD",7003108,2007-05-31,"813 TEMPORARY HELP SERVICES","2007-05-31 to 2007-06-08",,14119.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8017442&q=1&yr=2007,"Department of Finance Canada","AUTODESK INC., DEPT.8",8017442,2007-06-01,"1228 COMPUTER SOFTWARE",,2007-06-01,14630.12,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009589&q=1&yr=2007,"Department of Finance Canada","JAMES POWELL",6009589,2007-06-01,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-06-01 to 2007-12-31",,24947.10,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003147&q=1&yr=2007,"Department of Finance Canada","BELL CANADA",7003147,2007-06-01,"813 TEMPORARY HELP SERVICES","2007-06-01 to 2007-09-01",,88192.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003144&q=1&yr=2007,"Department of Finance Canada","ARTEMP PERSONNEL SERVICES INC.",7003144,2007-06-04,"813 TEMPORARY HELP SERVICES","2007-06-04 to 2007-10-01",,17387.05,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003118&q=1&yr=2007,"Department of Finance Canada","Robert Half Management Resources",7003118,2007-06-04,"813 TEMPORARY HELP SERVICES","2007-06-04 to 2007-09-28",,18030.60,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003156&q=1&yr=2007,"Department of Finance Canada","HARRINGTON STAFFING SERVICES",7003156,2007-06-04,"813 TEMPORARY HELP SERVICES","2007-06-04 to 2007-08-31",,17304.37,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003157&q=1&yr=2007,"Department of Finance Canada","T.E.S. THE EMPLOYMENT SOLUTION",7003157,2007-06-04,"813 TEMPORARY HELP SERVICES","2007-06-04 to 2007-08-31",,16027.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009414&q=1&yr=2007,"Department of Finance Canada",CILFO,6009414,2007-06-04,"447 TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED","2007-06-04 to 2007-09-20",,19760.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003150&q=1&yr=2007,"Department of Finance Canada","API (ALLIANCE PERSONNEL INC.)",7003150,2007-06-06,"813 TEMPORARY HELP SERVICES","2007-06-06 to 2007-12-28",,30634.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009563&q=1&yr=2007,"Department of Finance Canada","SYSNOVATORS LTD.",6009563,2007-06-07,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-06-07 to 2007-07-17",,13992.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009565&q=1&yr=2007,"Department of Finance Canada","CYRUS ECHO",6009565,2007-06-07,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-06-07 to 2007-07-17",,10990.08,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009553&q=1&yr=2007,"Department of Finance Canada","BELL SECURITY SOLUTIONS INC. - (BSS",6009553,2007-06-07,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-06-07 to 2007-07-05",,24700.65,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003164&q=1&yr=2007,"Department of Finance Canada","Robert Half Management Resources",7003164,2007-06-11,"813 TEMPORARY HELP SERVICES","2007-06-11 to 2007-08-31",,15931.01,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009519&q=1&yr=2007,"Department of Finance Canada","ECOLE DE LANGUES ABCE INC.",6009519,2007-06-12,"447 TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED","2007-06-12 to 2007-08-28",,19740.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003173&q=1&yr=2007,"Department of Finance Canada","InGenius Engineering Inc.",7003173,2007-06-14,"813 TEMPORARY HELP SERVICES","2007-06-14 to 2007-08-31",,15106.99,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009573&q=1&yr=2007,"Department of Finance Canada","JPW INNOVATIONS ASSOCIATES",6009573,2007-06-15,"819 NON-PROFESSIONAL PERSONAL SERVICE CONTRACTS NOT ELSEWHERE SPECIFIED","2007-06-15 to 2007-10-01",,18656.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009595&q=1&yr=2007,"Department of Finance Canada","Collective Minds Consulting Inc.",6009595,2007-06-18,"491 MANAGEMENT CONSULTING","2007-06-18 to 2007-07-31",,24327.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009578&q=1&yr=2007,"Department of Finance Canada","PERRIER CONSULTANTS",6009578,2007-06-18,"491 MANAGEMENT CONSULTING","2007-06-18 to 2007-08-31",,83846.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009627&q=1&yr=2007,"Department of Finance Canada","BELL CANADA",6009627,2007-06-20,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-06-20 to 2008-03-31",,94605.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007460492&q=1&yr=2007,"Department of Finance Canada","CONFERENCE BOARD OF CANADA",6007460492,2007-06-20,"819 NON-PROFESSIONAL PERSONAL SERVICE CONTRACTS NOT ELSEWHERE SPECIFIED","2007-06-20 to 2008-03-31",,146280.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003176&q=1&yr=2007,"Department of Finance Canada","HARRINGTON STAFFING SERVICES",7003176,2007-06-20,"813 TEMPORARY HELP SERVICES","2007-06-20 to 2007-08-31",,10947.15,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015774&q=1&yr=2007,"Department of Finance Canada","DLS TECHNOLOGY CORPORATION",8015774,2007-06-22,"1228 COMPUTER SOFTWARE",,2007-06-22,15544.05,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007460573&q=1&yr=2007,"Department of Finance Canada","CONFERENCE BOARD OF CANADA",6007460573,2007-06-22,"819 NON-PROFESSIONAL PERSONAL SERVICE CONTRACTS NOT ELSEWHERE SPECIFIED","2007-06-22 to 2008-03-31",,21200.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8017669&q=1&yr=2007,"Department of Finance Canada",SPICERS,8017669,2007-06-22,"1172 OFFICE AND STATIONERS SUPPLIES",,2007-06-22,15371.06,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003189&q=1&yr=2007,"Department of Finance Canada","T.E.S. THE EMPLOYMENT SOLUTION",7003189,2007-06-25,"813 TEMPORARY HELP SERVICES","2007-06-25 to 2007-08-31",,12211.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003190&q=1&yr=2007,"Department of Finance Canada","ARTEMP PERSONNEL SERVICES INC.",7003190,2007-06-25,"813 TEMPORARY HELP SERVICES","2007-06-25 to 2007-08-31",,12402.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003191&q=1&yr=2007,"Department of Finance Canada","T.E.S. THE EMPLOYMENT SOLUTION",7003191,2007-06-25,"813 TEMPORARY HELP SERVICES","2007-06-25 to 2007-08-31",,12211.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8017685&q=1&yr=2007,"Department of Finance Canada","EMC CORPORATION OF CANADA",8017685,2007-06-25,"812 COMPUTER SERVICES","2007-06-25 to 2007-07-23",,16949.40,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8017711&q=1&yr=2007,"Department of Finance Canada","AJILON CONSULTING",8017711,2007-06-30,"491 MANAGEMENT CONSULTING","2007-06-30 to 2007-06-30",,72345.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008555&q=4&yr=2006,"Department of Finance Canada","MOORE CONSULTING SERVICES INC.",6008555,2007-01-01,"630 OFFICE BUILDINGS","2007-01-01 to 2007-12-31",,10600.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002735&q=4&yr=2006,"Department of Finance Canada","ACTION PERSONNEL",7002735,2007-01-02,"813 TEMPORARY HELP SERVICES","2007-01-02 to 2007-05-31",,13666.37,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002740&q=4&yr=2006,"Department of Finance Canada","Robert Half Management Resources",7002740,2007-01-03,"813 TEMPORARY HELP SERVICES","2007-01-03 to 2007-06-29",,25145.06,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008678&q=4&yr=2006,"Department of Finance Canada","AEPOS Technologies Corporation",6008678,2007-01-04,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-01-04 to 2007-02-28",,19080.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008660&q=4&yr=2006,"Department of Finance Canada","INFOSTREAM TECHNOLOGIES INC",6008660,2007-01-04,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-01-04 to 2007-01-31",,23956.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002736&q=4&yr=2006,"Department of Finance Canada","EXCEL HUMAN RESOURCES",7002736,2007-01-08,"813 TEMPORARY HELP SERVICES","2007-01-08 to 2007-05-31",,13074.57,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015513A&q=4&yr=2006,"Department of Finance Canada","ALLSTEEL INC.",8015513A,2007-01-08,"1231 OFFICE FURNITURE AND FURNISHINGS",,2007-01-08,21814.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002748&q=4&yr=2006,"Department of Finance Canada","ACTION PERSONNEL",7002748,2007-01-09,"813 TEMPORARY HELP SERVICES","2007-01-09 to 2007-06-29",,12340.71,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008681&q=4&yr=2006,"Department of Finance Canada","Monsieur Jean-Marc Suret",6008681,2007-01-09,"491 MANAGEMENT CONSULTING","2007-01-09 to 2007-06-30",,23108.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002746&q=4&yr=2006,"Department of Finance Canada","TRM TECHNOLOGIES INC.",7002746,2007-01-10,"813 TEMPORARY HELP SERVICES","2007-01-10 to 2007-06-30",,86496.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002767&q=4&yr=2006,"Department of Finance Canada","T.E.S. THE EMPLOYMENT SOLUTION",7002767,2007-01-11,"813 TEMPORARY HELP SERVICES","2007-01-11 to 2007-05-25",,13992.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002775&q=4&yr=2006,"Department of Finance Canada","PORTAGE PERSONNEL",7002775,2007-01-15,"813 TEMPORARY HELP SERVICES","2007-01-15 to 2007-04-13",,17299.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002766&q=4&yr=2006,"Department of Finance Canada","EXCEL HUMAN RESOURCES",7002766,2007-01-15,"813 TEMPORARY HELP SERVICES","2007-01-15 to 2007-04-30",,10056.75,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009342&q=4&yr=2006,"Department of Finance Canada","ALINA KELLY",6009342,2007-01-16,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-01-16 to 2007-02-02",,15478.65,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015612&q=4&yr=2006,"Department of Finance Canada","INFOSTREAM TECHNOLOGIES INC",8015612,2007-01-17,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-01-17,32772.02,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002780&q=4&yr=2006,"Department of Finance Canada","EXCEL HUMAN RESOURCES",7002780,2007-01-17,"813 TEMPORARY HELP SERVICES","2007-01-17 to 2007-03-02",,11755.67,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015613&q=4&yr=2006,"Department of Finance Canada","INFOSTREAM TECHNOLOGIES INC",8015613,2007-01-17,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-01-17,67109.66,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008769&q=4&yr=2006,"Department of Finance Canada","TRM TECHNOLOGIES INC",6008769,2007-01-18,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-01-18 to 2007-03-27",,20670.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015640&q=4&yr=2006,"Department of Finance Canada","METAFORE CORPORATION",8015640,2007-01-18,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-01-18,10192.96,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002803&q=4&yr=2006,"Department of Finance Canada","QMR Staffing Solutions Inc.",7002803,2007-01-18,"813 TEMPORARY HELP SERVICES","2007-01-18 to 2007-06-29",,49608.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007460426&q=4&yr=2006,"Department of Finance Canada","METAFORE CORPORATION",6007460426,2007-01-18,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-01-18,19747.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007460423&q=4&yr=2006,"Department of Finance Canada","WESTERN OPINION RESEARCH INC.",6007460423,2007-01-22,"341 COMMUNICATIONS RESEARCH SERVICES","2007-01-22 to 2007-03-31",,86130.30,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002764&q=4&yr=2006,"Department of Finance Canada","API (ALLIANCE PERSONNEL INC.)",7002764,2007-01-22,"813 TEMPORARY HELP SERVICES","2007-01-22 to 2007-06-29",,13912.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008932&q=4&yr=2006,"Department of Finance Canada","SARA MINTZ",6008932,2007-01-22,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-01-22 to 2007-03-31",,24900.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002770&q=4&yr=2006,"Department of Finance Canada","QMR Staffing Solutions Inc.",7002770,2007-01-22,"813 TEMPORARY HELP SERVICES","2007-01-22 to 2007-06-29",,26235.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002793&q=4&yr=2006,"Department of Finance Canada","MAXSYS PROFESSIONAL AND",7002793,2007-01-22,"813 TEMPORARY HELP SERVICES","2007-01-22 to 2007-09-28",,61612.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002802&q=4&yr=2006,"Department of Finance Canada","SPHERION STAFFING SOLUTION",7002802,2007-01-23,"813 TEMPORARY HELP SERVICES","2007-01-23 to 2007-09-28",,48693.75,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015686&q=4&yr=2006,"Department of Finance Canada",SPICERS,8015686,2007-01-23,"1172 OFFICE AND STATIONERS SUPPLIES",,2007-01-23,17191.08,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002795&q=4&yr=2006,"Department of Finance Canada","MAXSYS PROFESSIONAL AND",7002795,2007-01-24,"813 TEMPORARY HELP SERVICES","2007-01-24 to 2007-06-29",,17744.40,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008791&q=4&yr=2006,"Department of Finance Canada","TRM TECHNOLOGIES INC",6008791,2007-01-24,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-01-24 to 2007-03-04",,24910.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007460358&q=4&yr=2006,"Department of Finance Canada","AUTONOMY INC.",6007460358,2007-01-24,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-01-24,498319.53,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008804&q=4&yr=2006,"Department of Finance Canada","IPSS INC.",6008804,2007-01-25,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-01-25 to 2007-03-31",,33920.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008931&q=4&yr=2006,"Department of Finance Canada","MACPHIE &amp; COMPANY INC.",6008931,2007-01-25,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-01-25 to 2007-03-20",,98580.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002806&q=4&yr=2006,"Department of Finance Canada","CONTRACT COMMUNITY INC.",7002806,2007-01-25,"813 TEMPORARY HELP SERVICES","2007-01-25 to 2007-06-29",,21671.70,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015732&q=4&yr=2006,"Department of Finance Canada",SPICERS,8015732,2007-01-25,"1172 OFFICE AND STATIONERS SUPPLIES",,2007-01-25,23353.92,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002804&q=4&yr=2006,"Department of Finance Canada","Robert Half Management Resources",7002804,2007-01-25,"813 TEMPORARY HELP SERVICES","2007-01-25 to 2007-09-28",,44838.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008821&q=4&yr=2006,"Department of Finance Canada","THE PROFESSIONAL DEVELOPMENT INSTIT",6008821,2007-01-26,"311 PUBLISHING SERVICES",,2007-01-26,40343.60,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008805&q=4&yr=2006,"Department of Finance Canada","ACAD&Eacute;MIE DE FORMATION LINGUISTIQUE",6008805,2007-01-29,"819 NON-PROFESSIONAL PERSONAL SERVICE CONTRACTS NOT ELSEWHERE SPECIFIEDSEWHERE SPECIFIED","2007-01-29 to 2007-03-30",,12000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002811&q=4&yr=2006,"Department of Finance Canada","EXCEL HUMAN RESOURCES",7002811,2007-01-29,"813 TEMPORARY HELP SERVICES","2007-01-29 to 2007-06-29",,14776.52,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015790A&q=4&yr=2006,"Department of Finance Canada","BELL ICT SOLUTIONS",8015790A,2007-01-30,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-01-30,99177.84,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007460437&q=4&yr=2006,"Department of Finance Canada","DELL CANADA INC.",6007460437,2007-01-30,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-01-30,238584.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015801&q=4&yr=2006,"Department of Finance Canada","DELL CANADA INC.",8015801,2007-01-30,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-01-30,39639.76,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015805A&q=4&yr=2006,"Department of Finance Canada","BELL ICT SOLUTIONS",8015805A,2007-01-31,"1226 COMPUTER EQUIPMENT LARGE/MEDIUM  MAINFRAME, MINI",,2007-01-31,129542.66,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015807A&q=4&yr=2006,"Department of Finance Canada","BELL CANADA",8015807A,2007-01-31,"1228 COMPUTER SOFTWARE",,2007-01-31,18653.77,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007460443&q=4&yr=2006,"Department of Finance Canada","TMP WORLDWIDE",6007460443,2007-01-31,"341 COMMUNICATIONS RESEARCH SERVICES","2007-01-31 to 2007-02-28",,21200.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015830&q=4&yr=2006,"Department of Finance Canada","SOFTWARE SPECTRUM",8015830,2007-02-01,"1228 COMPUTER SOFTWARE",,2007-02-01,11087.60,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002829&q=4&yr=2006,"Department of Finance Canada","EXCEL HUMAN RESOURCES",7002829,2007-02-01,"813 TEMPORARY HELP SERVICES","2007-02-01 to 2007-03-30",,38637.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015835&q=4&yr=2006,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",8015835,2007-02-01,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES AND OTHER EQUIPMENT","2007-02-01 to 2011-04-01",,21013.44,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015389&q=4&yr=2006,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",8015389,2007-02-01,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES AND OTHER EQUIPMENT","2007-02-01 to 2011-04-01",,21433.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008842&q=4&yr=2006,"Department of Finance Canada","Lumina IT Inc.",6008842,2007-02-01,"491 MANAGEMENT CONSULTING","2007-02-01 to 2007-05-30",,22260.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002831&q=4&yr=2006,"Department of Finance Canada","T.E.S. THE EMPLOYMENT SOLUTION",7002831,2007-02-02,"813 TEMPORARY HELP SERVICES","2007-02-02 to 2007-06-29",,36379.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002838&q=4&yr=2006,"Department of Finance Canada","IT/NET OTTAWA INC.",7002838,2007-02-05,"813 TEMPORARY HELP SERVICES","2007-02-05 to 2007-03-31",,37681.81,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002839&q=4&yr=2006,"Department of Finance Canada","AJILON CONSULTING",7002839,2007-02-05,"813 TEMPORARY HELP SERVICES","2007-02-05 to 2007-07-13",,33073.27,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002844&q=4&yr=2006,"Department of Finance Canada","EXCEL HUMAN RESOURCES",7002844,2007-02-05,"813 TEMPORARY HELP SERVICES","2007-02-05 to 2007-06-29",,24804.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008818&q=4&yr=2006,"Department of Finance Canada","BELL SECURITY SOLUTIONS INC. - (BSS",6008818,2007-02-05,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-02-05 to 2007-03-31",,24758.95,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6008820&q=4&yr=2006,"Department of Finance Canada","TRM TECHNOLOGIES INC",6008820,2007-02-05,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-02-05 to 2007-03-31",,20670.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007460433&q=4&yr=2006,"Department of Finance Canada","ANIXTER CANADA INC.",6007460433,2007-02-06,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-02-06,12888.96,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7002852&q=4&yr=2006,"Department of Finance Canada","BARBARA PERSONNEL INC.",7002852,2007-02-07,"813 TEMPORARY HELP SERVICES","2007-02-07 to 2007-05-31",,16427.17,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8015947&q=4&yr=2006,"Department of Finance Canada","Dell Canada",8015947,2007-02-08,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARDPORTABLE/KEYBOARD",,2007-02-08,18083.60,
